scenario_id,test_expectation,error_scenario_code,invoice_number,invoice_date,invoice_type_code,invoice_currency_code,invoice_transaction_type_code,payment_due_date,business_process_type,specification_identifier,payment_means_type_code,seller_name,seller_electronic_address,seller_electronic_identifier,seller_legal_registration_identifier,seller_legal_registration_identifier_type,seller_tax_registration_identifier,seller_tax_scheme_code,seller_address_line_1,seller_city,seller_country_subdivision,seller_country_code,buyer_name,buyer_electronic_address,buyer_electronic_identifier,buyer_legal_registration_identifier,buyer_legal_registration_identifier_type,buyer_address_line_1,buyer_city,buyer_country_subdivision,buyer_country_code,sum_of_invoice_line_net_amount,invoice_total_amount_without_tax,invoice_total_tax_amount,invoice_total_amount_with_tax,amount_due_for_payment,tax_category_taxable_amount,tax_category_tax_amount,tax_category_code,tax_category_rate,invoice_line_identifier,invoiced_quantity,unit_of_measure_code,invoice_line_net_amount,item_net_price,item_gross_price,item_price_base_quantity,invoiced_item_tax_category_code,invoiced_item_tax_rate,vat_line_amount_in_aed,invoice_line_amount_in_aed,item_name,item_description
SCN-000092,expected_fail,NEG04_FIELD_29_MISSING_BUYER_COUNTRY,INV-2026-000086,2026-01-19,380,AED,388,2026-02-03,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,42,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 7752,7696938166,0235,LIC-3579740,TRADE_LICENSE,"Office 76, Business District",Dubai,AZ,,5500.00,5500.00,275.00,5775.00,5775.00,5500.00,275.00,S,5.00,1,9.000,EA,4500.00,500.00,525.00,1.000,S,5.00,225.00,4725.00,Hardware Accessory Kit,Network accessories bundle
,expected_fail,NEG04_FIELD_29_MISSING_BUYER_COUNTRY,INV-2026-000086,2026-01-19,380,AED,388,2026-02-03,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,42,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 7752,7696938166,0235,LIC-3579740,TRADE_LICENSE,"Office 76, Business District",Dubai,AZ,,5500.00,5500.00,275.00,5775.00,5775.00,5500.00,275.00,S,5.00,2,2.000,EA,600.00,300.00,315.00,1.000,S,5.00,30.00,630.00,Export Documentation,Cross-border service documentation
,expected_fail,NEG04_FIELD_29_MISSING_BUYER_COUNTRY,INV-2026-000086,2026-01-19,380,AED,388,2026-02-03,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,42,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 7752,7696938166,0235,LIC-3579740,TRADE_LICENSE,"Office 76, Business District",Dubai,AZ,,5500.00,5500.00,275.00,5775.00,5775.00,5500.00,275.00,S,5.00,3,2.000,HUR,400.00,200.00,210.00,1.000,S,5.00,20.00,420.00,Consulting Hours,ERP tax configuration support
SCN-000093,expected_pass,,INV-2026-000087,2026-05-15,380,AED,388,2026-05-30,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 4649,7726722301,0235,LIC-5244643,TRADE_LICENSE,"Office 98, Business District",Dubai,SH,AE,1600.00,1600.00,80.00,1680.00,1680.00,1600.00,80.00,S,5.00,1,8.000,HUR,1600.00,200.00,210.00,1.000,S,5.00,80.00,1680.00,Consulting Hours,ERP tax configuration support
SCN-000094,expected_pass,,INV-2026-000088,2026-12-30,380,AED,388,2027-01-14,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 7516,3129771554,0235,LIC-2491553,TRADE_LICENSE,"Office 187, Business District",Abu Dhabi,AJ,AE,7550.00,7550.00,130.00,7680.00,7680.00,4950.00,0.00,E,0.00,1,11.000,EA,4950.00,450.00,450.00,1.000,E,0.00,0.00,4950.00,Insurance Service,Business insurance fee
,expected_pass,,INV-2026-000088,2026-12-30,380,AED,388,2027-01-14,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 7516,3129771554,0235,LIC-2491553,TRADE_LICENSE,"Office 187, Business District",Abu Dhabi,AJ,AE,7550.00,7550.00,130.00,7680.00,7680.00,2600.00,130.00,S,5.00,2,4.000,EA,1200.00,300.00,315.00,1.000,S,5.00,60.00,1260.00,Export Documentation,Cross-border service documentation
,expected_pass,,INV-2026-000088,2026-12-30,380,AED,388,2027-01-14,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 7516,3129771554,0235,LIC-2491553,TRADE_LICENSE,"Office 187, Business District",Abu Dhabi,AJ,AE,7550.00,7550.00,130.00,7680.00,7680.00,2600.00,130.00,S,5.00,3,4.000,EA,1400.00,350.00,367.50,1.000,S,5.00,70.00,1470.00,Software Subscription,Annual SaaS subscription
SCN-000095,expected_pass,,INV-2026-000089,2026-08-21,380,AED,388,2026-09-20,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 1253,7092194738,0235,LIC-1417016,TRADE_LICENSE,"Office 66, Business District",Dubai,AZ,AE,3200.00,3200.00,160.00,3360.00,3360.00,3200.00,160.00,S,5.00,1,4.000,EA,1200.00,300.00,315.00,1.000,S,5.00,60.00,1260.00,Export Documentation,Cross-border service documentation
,expected_pass,,INV-2026-000089,2026-08-21,380,AED,388,2026-09-20,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 1253,7092194738,0235,LIC-1417016,TRADE_LICENSE,"Office 66, Business District",Dubai,AZ,AE,3200.00,3200.00,160.00,3360.00,3360.00,3200.00,160.00,S,5.00,2,10.000,HUR,2000.00,200.00,210.00,1.000,S,5.00,100.00,2100.00,Consulting Hours,ERP tax configuration support
SCN-000096,expected_pass,,INV-2026-000090,2026-05-10,380,AED,388,2026-06-09,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 2459,5915338870,0235,LIC-8119977,TRADE_LICENSE,"Office 66, Business District",Dubai,AJ,AE,3600.00,3600.00,180.00,3780.00,3780.00,3600.00,180.00,S,5.00,1,12.000,EA,3600.00,300.00,315.00,1.000,S,5.00,180.00,3780.00,Export Documentation,Cross-border service documentation
SCN-000097,expected_pass,,INV-2026-000091,2026-04-19,380,AED,388,2026-04-26,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 1317,9458158226,0235,LIC-1714934,TRADE_LICENSE,"Office 210, Business District",Abu Dhabi,AJ,AE,900.00,900.00,45.00,945.00,945.00,900.00,45.00,S,5.00,1,3.000,EA,900.00,300.00,315.00,1.000,S,5.00,45.00,945.00,Export Documentation,Cross-border service documentation
SCN-000098,expected_pass,,INV-2026-000092,2026-11-14,380,AED,388,2026-12-14,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,42,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 2738,6222959595,0235,LIC-5275977,TRADE_LICENSE,"Office 122, Business District",Dubai,AJ,AE,3600.00,3600.00,0.00,3600.00,3600.00,3600.00,0.00,E,0.00,1,8.000,EA,3600.00,450.00,450.00,1.000,E,0.00,0.00,3600.00,Insurance Service,Business insurance fee
SCN-000099,expected_pass,,INV-2026-000093,2026-10-11,380,AED,388,2026-10-18,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 8784,5319190331,0235,LIC-6036099,TRADE_LICENSE,"Office 109, Business District",Abu Dhabi,AJ,AE,8800.00,8800.00,440.00,9240.00,9240.00,8800.00,440.00,S,5.00,1,4.000,EA,1200.00,300.00,315.00,1.000,S,5.00,60.00,1260.00,Export Documentation,Cross-border service documentation
,expected_pass,,INV-2026-000093,2026-10-11,380,AED,388,2026-10-18,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 8784,5319190331,0235,LIC-6036099,TRADE_LICENSE,"Office 109, Business District",Abu Dhabi,AJ,AE,8800.00,8800.00,440.00,9240.00,9240.00,8800.00,440.00,S,5.00,2,7.000,EA,2100.00,300.00,315.00,1.000,S,5.00,105.00,2205.00,Export Documentation,Cross-border service documentation
,expected_pass,,INV-2026-000093,2026-10-11,380,AED,388,2026-10-18,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 8784,5319190331,0235,LIC-6036099,TRADE_LICENSE,"Office 109, Business District",Abu Dhabi,AJ,AE,8800.00,8800.00,440.00,9240.00,9240.00,8800.00,440.00,S,5.00,3,11.000,EA,5500.00,500.00,525.00,1.000,S,5.00,275.00,5775.00,Hardware Accessory Kit,Network accessories bundle
SCN-000100,expected_pass,,INV-2026-000094,2026-12-18,380,AED,388,2026-12-25,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 8414,6289777112,0235,LIC-4466541,TRADE_LICENSE,"Office 239, Business District",Abu Dhabi,DU,AE,1800.00,1800.00,90.00,1890.00,1890.00,1800.00,90.00,S,5.00,1,6.000,EA,1800.00,300.00,315.00,1.000,S,5.00,90.00,1890.00,Export Documentation,Cross-border service documentation
